Season,Unnamed: 0,Date,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen,hwins
2009,2591,2009-07-19,New England Revolution,CD Chivas USA,2-0,2,0,East,West,2,regular,,,,,,h
2009,2592,2009-07-25,Real Salt Lake,FC Dallas,4-2,4,2,West,West,6,regular,,,,,,h
2009,2593,2009-07-25,Seattle Sounders,Chicago Fire,0-0,0,0,West,East,0,regular,,,,,,t
2009,2594,2009-07-25,Columbus Crew,Toronto FC,3-2,3,2,East,East,5,regular,,,,,,h
2009,2595,2009-07-25,Houston Dynamo,New England Revolution,0-1,0,1,West,East,1,regular,,,,,,a
2009,2596,2009-07-25,Sporting Kansas City,LA Galaxy,1-1,1,1,East,West,2,regular,,,,,,t
2009,2597,2009-07-25,Colorado Rapids,New York Red Bulls,4-0,4,0,West,East,4,regular,,,,,,h
2009,2598,2009-07-26,San Jose Earthquakes,DC United,2-2,2,2,West,East,4,regular,,,,,,t
2009,2599,2009-08-01,New England Revolution,Toronto FC,1-1,1,1,East,East,2,regular,,,,,,t
2009,2600,2009-08-01,Houston Dynamo,DC United,4-3,4,3,West,East,7,regular,,,,,,h
2009,2601,2009-08-01,FC Dallas,Sporting Kansas City,6-0,6,0,West,East,6,regular,,,,,,h
2009,2602,2009-08-01,Chicago Fire,Real Salt Lake,1-0,1,0,East,West,1,regular,,,,,,h
2009,2603,2009-08-01,Colorado Rapids,Columbus Crew,0-1,0,1,West,East,1,regular,,,,,,a
2009,2604,2009-08-02,San Jose Earthquakes,Seattle Sounders,4-0,4,0,West,West,4,regular,,,,,,h
2009,2605,2009-08-06,FC Dallas,Houston Dynamo,1-0,1,0,West,West,1,regular,,,,,,h
2009,2606,2009-08-08,New England Revolution,LA Galaxy,1-2,1,2,East,West,3,regular,,,,,,a
2009,2607,2009-08-08,San Jose Earthquakes,Columbus Crew,0-3,0,3,West,East,3,regular,,,,,,a
2009,2608,2009-08-08,Real Salt Lake,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,,h
2009,2609,2009-08-08,Colorado Rapids,CD Chivas USA,4-0,4,0,West,West,4,regular,,,,,,h
2009,2610,2009-08-09,Houston Dynamo,Chicago Fire,3-2,3,2,West,East,5,regular,,,,,,h
2009,2611,2009-08-15,Toronto FC,DC United,2-0,2,0,East,East,2,regular,,,,,,h
2009,2612,2009-08-15,New York Red Bulls,CD Chivas USA,0-2,0,2,East,West,2,regular,,,,,,a
2009,2613,2009-08-15,Columbus Crew,FC Dallas,2-0,2,0,East,West,2,regular,,,,,,h
2009,2614,2009-08-15,Real Salt Lake,Houston Dynamo,0-0,0,0,West,West,0,regular,,,,,,t
2009,2615,2009-08-16,LA Galaxy,Seattle Sounders,0-2,0,2,West,West,2,regular,,,,,,a
2009,2616,2009-08-16,Sporting Kansas City,Chicago Fire,0-2,0,2,East,East,2,regular,,,,,,a
2009,2617,2009-08-19,Chicago Fire,LA Galaxy,0-2,0,2,East,West,2,regular,,,,,,a
2009,2618,2009-08-21,Seattle Sounders,New England Revolution,0-1,0,1,West,East,1,regular,,,,,,a
2009,2619,2009-08-22,DC United,LA Galaxy,0-0,0,0,East,West,0,regular,,,,,,t
2009,2620,2009-08-23,San Jose Earthquakes,Sporting Kansas City,1-0,1,0,West,East,1,regular,,,,,,h
2009,2621,2009-08-23,CD Chivas USA,Toronto FC,2-0,2,0,West,East,2,regular,,,,,,h
2009,2622,2009-08-23,New York Red Bulls,FC Dallas,3-2,3,2,East,West,5,regular,,,,,,h
2009,2623,2009-08-23,Chicago Fire,Colorado Rapids,3-2,3,2,East,West,5,regular,,,,,,h
2009,2624,2009-08-23,New England Revolution,Real Salt Lake,3-1,3,1,East,West,4,regular,,,,,,h
2009,2625,2009-08-23,Houston Dynamo,Seattle Sounders,1-1,1,1,West,West,2,regular,,,,,,t
2009,2626,2009-08-26,Real Salt Lake,CD Chivas USA,4-0,4,0,West,West,4,regular,,,,,,h
2009,2627,2009-08-29,Seattle Sounders,Toronto FC,0-0,0,0,West,East,0,regular,,,,,,t
2009,2628,2009-08-29,New England Revolution,San Jose Earthquakes,2-1,2,1,East,West,3,regular,,,,,,h
2009,2629,2009-08-29,Chicago Fire,DC United,0-1,0,1,East,East,1,regular,,,,,,a
2009,2630,2009-08-29,Sporting Kansas City,Real Salt Lake,0-1,0,1,East,West,1,regular,,,,,,a
2009,2631,2009-08-30,LA Galaxy,CD Chivas USA,1-0,1,0,West,West,1,regular,,,,,,h
2009,2632,2009-08-30,Colorado Rapids,Houston Dynamo,1-0,1,0,West,West,1,regular,,,,,,h
2009,2633,2009-08-30,New York Red Bulls,Columbus Crew,1-0,1,0,East,East,1,regular,,,,,,h
2009,2634,2009-09-05,New England Revolution,Sporting Kansas City,2-4,2,4,East,East,6,regular,,,,,,a
2009,2635,2009-09-05,FC Dallas,DC United,2-2,2,2,West,East,4,regular,,,,,,t
2009,2636,2009-09-06,Colorado Rapids,Toronto FC,1-0,1,0,West,East,1,regular,,,,,,h
2009,2637,2009-09-09,DC United,Sporting Kansas City,1-0,1,0,East,East,1,regular,,,,,,h
2009,2638,2009-09-12,Toronto FC,Colorado Rapids,3-2,3,2,East,West,5,regular,,,,,,h
2009,2639,2009-09-12,New York Red Bulls,Sporting Kansas City,0-1,0,1,East,East,1,regular,,,,,,a
2009,2640,2009-09-12,DC United,Seattle Sounders,1-2,1,2,East,West,3,regular,,,,,,a
2009,2641,2009-09-12,Real Salt Lake,Chicago Fire,1-1,1,1,West,East,2,regular,,,,,,t
2009,2642,2009-09-13,LA Galaxy,FC Dallas,3-6,3,6,West,West,9,regular,,,,,,a
2009,2643,2009-09-13,CD Chivas USA,New England Revolution,2-0,2,0,West,East,2,regular,,,,,,h
2009,2644,2009-09-13,Columbus Crew,Houston Dynamo,2-1,2,1,East,West,3,regular,,,,,,h
2009,2645,2009-09-18,New York Red Bulls,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2009,2646,2009-09-19,San Jose Earthquakes,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,,t
2009,2647,2009-09-19,Seattle Sounders,CD Chivas USA,0-0,0,0,West,West,0,regular,,,,,,t
2009,2648,2009-09-19,Houston Dynamo,Real Salt Lake,3-2,3,2,West,West,5,regular,,,,,,h
2009,2649,2009-09-19,Sporting Kansas City,FC Dallas,3-2,3,2,East,West,5,regular,,,,,,h
2009,2650,2009-09-20,LA Galaxy,Toronto FC,2-0,2,0,West,East,2,regular,,,,,,h
2009,2651,2009-09-20,Chicago Fire,Columbus Crew,2-2,2,2,East,East,4,regular,,,,,,t
2009,2652,2009-09-23,Colorado Rapids,San Jose Earthquakes,1-1,1,1,West,West,2,regular,,,,,,t
2009,2653,2009-09-26,Columbus Crew,LA Galaxy,2-0,2,0,East,West,2,regular,,,,,,h
2009,2654,2009-09-26,New England Revolution,Seattle Sounders,2-1,2,1,East,West,3,regular,,,,,,h
2009,2655,2009-09-26,Sporting Kansas City,Colorado Rapids,0-0,0,0,East,West,0,regular,,,,,,t
2009,2656,2009-09-26,FC Dallas,Real Salt Lake,3-0,3,0,West,West,3,regular,,,,,,h
2009,2657,2009-09-26,Chicago Fire,Toronto FC,2-2,2,2,East,East,4,regular,,,,,,t
2009,2658,2009-09-27,CD Chivas USA,New York Red Bulls,1-1,1,1,West,East,2,regular,,,,,,t
2009,2659,2009-09-27,DC United,San Jose Earthquakes,1-2,1,2,East,West,3,regular,,,,,,a
2009,2660,2009-09-30,FC Dallas,New England Revolution,1-0,1,0,West,East,1,regular,,,,,,h
2009,2661,2009-10-03,LA Galaxy,Chicago Fire,1-0,1,0,West,East,1,regular,,,,,,h
2009,2662,2009-10-03,DC United,CD Chivas USA,0-2,0,2,East,West,2,regular,,,,,,a
2009,2663,2009-10-03,Columbus Crew,Seattle Sounders,0-1,0,1,East,West,1,regular,,,,,,a
2009,2664,2009-10-03,Colorado Rapids,New England Revolution,1-1,1,1,West,East,2,regular,,,,,,t
2009,2665,2009-10-04,San Jose Earthquakes,New York Red Bulls,1-0,1,0,West,East,1,regular,,,,,,h
2009,2666,2009-10-04,Houston Dynamo,Sporting Kansas City,1-1,1,1,West,East,2,regular,,,,,,t
2009,2667,2009-10-08,San Jose Earthquakes,FC Dallas,1-2,1,2,West,West,3,regular,,,,,,a
2009,2668,2009-10-10,Toronto FC,San Jose Earthquakes,1-1,1,1,East,West,2,regular,,,,,,t
2009,2669,2009-10-10,New England Revolution,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,,a
2009,2670,2009-10-11,CD Chivas USA,Sporting Kansas City,2-0,2,0,West,East,2,regular,,,,,,h
2009,2671,2009-10-15,Real Salt Lake,New York Red Bulls,2-0,2,0,West,East,2,regular,,,,,,h
